,Title,Year,Worldwide,Domestic
10332,"Roman J. Israel, Esq.",2017,13025860,11962778
10333,Mubarakan,2017,12899968,758868
10334,Earth: One Amazing Day,2017,12851540,81345
10335,Suburbicon,2017,12751667,5775178
10336,Their Finest,2017,12597262,3603484
10337,The Promise,2017,12448676,8224288
10338,Marrowbone,2017,12294931,1377
10339,The Bookshop,2017,12055868,1588150
10340,Viceroy's House,2017,11868221,1105717
10341,Back to Burgundy,2017,11625884,257610
10342,The King's Case Note,2017,11383493,90959
10343,The Belko Experiment,2017,11084630,10166820
10344,The Florida Project,2017,10971298,5904366
10345,A Bag of Marbles,2017,10898998,411318
10346,The Leisure Seeker,2017,10472180,3226443
10347,Furious,2017,10433259,9996
10348,Marshall,2017,10116816,10051659
10349,Thank You for Your Service,2017,9995692,9536300
10350,Maudie,2017,9733932,6170998
10351,Overdrive,2017,9650552,7793
10352,God of War,2017,9559524,53000
10353,The Square,2017,9493791,1502347
10354,Our Time Will Come,2017,9484714,114560
10355,The Mayor 2017 Re-release,2017,9476194,96777
10356,The Big Bad Fox and Other Tales 2017 Re-release,2017,9422127,35787
10357,You Were Never Really Here,2017,9360514,2528078
10358,Tulip Fever,2017,9204549,2455635
10359,My Cousin Rachel,2017,9200168,2716368
10360,City Of Rock,2017,9118873,312537
10361,Bluebeard,2017,8855737,43144
10362,The Villainess,2017,8737458,27741
10363,Stronger,2017,8503658,4211129
10364,Amityville: The Awakening,2017,8481997,742
10365,Condorito: The Movie,2017,8431194,447719
10366,Raees,2017,8428190,3262954
10367,I Am Not Your Negro,2017,8345298,7123919
10368,The Man Who Invented Christmas,2017,8096007,5676486
10369,3 idiotas,2017,7738470,1249233
10370,Explosion,2017,7731410,122700
10371,BPM (Beats Per Minute),2017,7704369,125189
10372,Just Getting Started,2017,7634022,6069605
10373,Beatriz at Dinner,2017,7425391,7115854
10374,Goodbye Christopher Robin,2017,7401949,1735251
10375,The Midwife,2017,7286136,603582
10376,Let There Be Light,2017,7233471,7233471
10377,Birth of the Dragon,2017,7215027,6901965
10378,Blade of the Immortal,2017,7162617,150532
10379,The Killing of a Sacred Deer,2017,7027336,2291901
10380,Churchill,2017,6724365,1281258
10381,Everybody Loves Somebody,2017,6481798,1915789
10382,Same Kind of Different as Me,2017,6423605,6423605
10383,Hampstead,2017,6335171,144396
10384,Lowriders,2017,6312033,6303560
10385,Norman,2017,6217567,3814868
10386,All Saints,2017,5942565,5802208
10387,Phillauri,2017,5805030,467596
10388,Dalida,2017,5623134,3465
10389,The Party,2017,5597950,749827
10390,Warriors of the Dawn,2017,5497176,84532
10391,Okay Darling,2017,5445281,355922
10392,An Inconvenient Sequel: Truth to Power,2017,5433926,3496795
10393,Lady Macbeth,2017,5401447,1129408
10394,In the Fade,2017,5104991,321011
10395,The Sense of an Ending,2017,5081495,1274420
10396,Table 19,2017,5042014,3614896
10397,Kedi,2017,5037923,2835047
10398,Breathe,2017,5026154,490131
10399,Double Lover,2017,5012423,167581
10400,The Young Karl Marx,2017,4870373,125659
10401,Mazinger Z: INFINITY,2017,4812371,220682
10402,Unlocked,2017,4699125,
10403,Tubelight,2017,4650456,930058
10404,The Book of Henry,2017,4596705,4504974
10405,Colossal,2017,4531320,3029287
10406,The Wall,2017,4476705,1803064
10407,In Harm's Way,2017,4447734,
10408,Jab Harry Met Sejal,2017,4407775,1664648
10409,Mark Felt: The Man Who Brought Down The White House,2017,4372130,768946
10410,The Other Side of Hope,2017,4282973,183943
10411,Let the Sunshine In,2017,4192590,892421
10412,The Guardians,2017,4167608,177331
10413,The Hero,2017,4101699,4077333
10414,Film Stars Don't Die in Liverpool,2017,4047917,1026124
10415,Jeepers Creepers III,2017,4017852,2335162
10416,Faces Places,2017,3998450,953717
10417,Sleight,2017,3989705,3986245
10418,The Nile Hilton Incident,2017,3979536,81089
10419,2:22,2017,3945729,422
10420,Terminator 2: Judgment Day 2017 Re-release,2017,3931111,1037809
10421,Loveless,2017,3925992,566356
10422,"The Night Is Short, Walk on Girl",2017,3878208,406490
10423,Django,2017,3876874,56556
10424,2001: A Space Odyssey 2017 Re-release,2017,3823450,3236321
10425,Brad's Status,2017,3816527,2133158
10426,Free Fire,2017,3719383,1799312
10427,A Fantastic Woman,2017,3702353,2020988
10428,Crooked House,2017,3625952,
10429,The Insult,2017,3601603,1001305
10430,Phoenix Forgotten,2017,3600146,3600146
10431,Heart Blackened,2017,3593480,37047
10432,Til Death Do Us Part,2017,3455267,3455267
10433,A Gentleman,2017,3438746,410055
10434,Borg vs. McEnroe,2017,3430165,231346
10435,Gauguin: Voyage to Tahiti,2017,3389322,200140
10436,Wonderstruck,2017,3285916,1060377
10437,Good Time,2017,3283369,2026499
10438,Showtime Championship Boxing: Floyd Mayweather vs. Conor McGregor,2017,3184384,2620183
10439,Madame 2017 Re-release,2017,3182153,90979
10440,Ingrid Goes West,2017,3146831,3024308
10441,Close Encounters of the Third Kind 2017 Re-release,2017,3100479,3100479
10442,Raw,2017,3096815,514870
10443,Ismael's Ghosts,2017,3075562,102510
10444,The Last Word,2017,2982004,1783421
10445,The Oscar Nominated Short Films 2017: Live Action,2017,2877797,2835355
10446,Inhumans,2017,2852282,1521787
10447,Gangsterdam,2017,2697522,954
10448,Beautiful Accident,2017,2632092,51766
10449,Happy End,2017,2610794,301718
10450,Poster Boys,2017,2602256,97049
10451,A Question of Faith,2017,2587072,2587072
10452,Is Genesis History?,2017,2570392,2570392
10453,God's Own Country,2017,2559939,335609
10454,The Only Living Boy in New York,2017,2550321,624332
10455,Disney's Newsies: The Broadway Musical!,2017,2545060,2545060
10456,The Dinner,2017,2544921,1323312
10457,IN OUR HANDS: Battle for Jerusalem,2017,2534370,2534370
10458,Coincidence,2017,2520487,298032
10459,LBJ,2017,2510151,2470979
10460,The Resurrection of Gavin Stone,2017,2308355,2303792
10461,RV: Resurrected Victims,2017,2269892,20374
10462,The Lovers,2017,2216083,2194521
10463,What Will People Say,2017,2191131,44156
10464,Let Yourself Go,2017,2140190,12189
10465,Mountain,2017,2129889,365412
10466,Abracadabra,2017,2114260,13975
10467,Lost in Paris,2017,2082381,691597
10468,Golmaal Again,2017,2057329,1013893
10469,The Trip to Spain,2017,1988841,1157604
10470,Summer 1993,2017,1983149,185903
10471,Menashe,2017,1962265,1703036
10472,A Ghost Story,2017,1951683,1596371
10473,Jane,2017,1921221,1723379
10474,Professor Marston & the Wonder Women,2017,1899615,1584759
10475,Last Flag Flying,2017,1872950,965481
10476,Marie Curie: The Courage of Knowledge,2017,1867736,127986
10477,Lucky,2017,1861765,955925
10478,Human Flow,2017,1824537,527845
10479,Song to Song,2017,1813168,443684
10480,Tom of Finland,2017,1776931,378296
10481,Dunkirk 2017 Re-release,2017,1695119,1695119
10482,Slamma Jamma,2017,1687000,1687000
10483,Final Portrait,2017,1677835,461972
10484,The Little Hours,2017,1647175,1647175
10485,A Family Man,2017,1641235,
10486,Walk With Me,2017,1606705,726726
10487,Dance Academy: The Movie,2017,1586858,
10488,The Stray,2017,1579440,1579440
10489,Genesis: Paradise Lost,2017,1575000,1575000
10490,Gold,2017,1528185,5539
10491,Mully,2017,1489771,1489771
10492,Patti Cake$,2017,1482356,800148
10493,Thelma,2017,1463727,147391
10494,My Friend Dahmer,2017,1436751,1361611
10495,Fairy Tail: Dragon Cry,2017,1420035,519461
10496,Godard Mon Amour,2017,1329016,82264
10497,The Women's Balcony,2017,1272517,1200885
10498,Chonda Pierce: Enough,2017,1260116,1260116
10499,Slumber,2017,1243832,
10500,1945,2017,1240663,1006193
10501,True to the Game,2017,1231040,1231040
10502,Steve McQueen: American Icon,2017,1229782,1229782
10503,Spirited Away 2017 Re-release,2017,1196791,1196791
10504,Shubh Mangal Savdhan,2017,1188541,689874
10505,Napping Princess,2017,1156847,48198
10506,Jagga Jasoos,2017,1154862,861740
10507,Step,2017,1152839,1146292
10508,Fathom Premieres 6 Below: Miracle on the Mountain,2017,1135531,14838
10509,Columbus,2017,1093077,1017107
10510,Bombshell: The Hedy Lamarr Story,2017,1092277,820300
10511,Spark: A Space Tail,2017,1040689,196458
10512,Casablanca 2017 Re-release,2017,1024560,1024560
10513,Ghost House,2017,1004155,
10514,The Workshop,2017,1000056,22061
10515,Beyond Skyline,2017,992181,
10516,Under the Tree,2017,944991,67596
10517,Rebel in the Rye,2017,944370,378294
10518,Afterimage,2017,943029,33443
10519,Landline,2017,940854,940854
10520,Paradise,2017,921242,14873
10521,Bitter Harvest,2017,904399,557241
10522,The Polar Express 2017 IMAX Release,2017,875150,875150
10523,Wilson,2017,848646,653951
10524,The Exception,2017,834572,708973
10525,Inside,2017,824414,
10526,Wakefield,2017,798214,262599
10527,George Takei's Allegiance,2017,784850,784850
10528,The Paris Opera,2017,781039,55482
10529,The Shining 2017 Re-release,2017,760309,421572
10530,Tommy's Honour,2017,751345,569306
10531,May it Last: A Portrait of the Avett Brothers,2017,725286,725286
10532,12 Days,2017,722049,5204
10533,Revive Us 2,2017,718607,718607
10534,Countdown to Canelo vs. Golovkin,2017,703396,703396
10535,Buena Vista Social Club: Adios,2017,701575,123445
10536,The Secret Scripture,2017,694981,
10537,Chris Brown: Welcome To My Life,2017,693984,693984
10538,Titanic 2017 Re-release,2017,691642,691642
10539,Stefan Zweig: Farewell to Europe 2017 Re-release,2017,683063,78372
10540,Brigsby Bear,2017,681632,532669
10541,All I See Is You,2017,678150,217644
10542,Whisky Galore,2017,653866,20991
10543,The Black Prince,2017,632823,
10544,Grace Jones: Bloodlight and Bami,2017,632394,375208
10545,Jonah: The Musical,2017,631154,631154
10546,The Last Suit,2017,608209,73548
10547,Neither Wolf Nor Dog,2017,589289,589289
10548,Novitiate,2017,580346,580346
10549,Bedeviled,2017,579942,
10550,The Room 2017 Re-release,2017,572340,549602
10551,Samaritan's Purse presents Facing Darkness,2017,555533,555533
10552,Dolores,2017,555309,555309
10553,Trespass Against Us,2017,517197,5711
10554,Black Butler: Book of the Atlantic,2017,511132,248286
10555,Una,2017,508169,22815
10556,Gabriel and the Mountain,2017,505769,18415
10557,Letters From Baghdad,2017,502941,359735
10558,Chuck,2017,502518,320725
10559,Soul on a String,2017,491294,3669
10560,Zama,2017,489692,200600
10561,Beach Rats,2017,486623,473771
10562,The Journey,2017,482209,155475
10563,DCI 2017 Tour Premeire,2017,467817,467817
10564,Sailor Moon R: The Movie: The Promise of the Rose,2017,452053,452053
10565,Perfect Blue 2017 Re-release,2017,450594,446062
10566,Pearl Jam: Let's Play Two,2017,450273,348833
10567,Before We Vanish,2017,448829,52087
10568,Eric Clapton: A Life in 12 Bars,2017,441926,
10569,On the Beach at Night Alone,2017,429159,37489
10570,Manifesto,2017,416389,161101
10571,The Ottoman Lieutenant,2017,413844,240978
10572,"Love, Kennedy",2017,407871,407871
10573,Chasing Trane: The John Coltrane Documentary,2017,406284,406284
10574,Racer and the Jailbird,2017,400026,46337
10575,Berlin Syndrome,2017,397783,28660
10576,Samurai Cop,2017,384756,384756
10577,Digimon Adventure tri. Part 5: Coexistence,2017,382119,52339
10578,I'll Push You: A Real-Life Inspiration,2017,378899,378899
10579,Eloise,2017,372137,
10580,The Void,2017,368372,151042
10581,BOSTON: An American Running Story,2017,364369,364369
10582,The Breadwinner,2017,363307,312381
10583,Disney Junior HalloVeen Party!,2017,359745,359745
10584,Sarkar 3,2017,358928,249588
10585,Long Strange Trip - The Untold Story of The Grateful Dead,2017,351957,351957
10586,Tehran Taboo,2017,349886,74758
10587,The Vault,2017,346729,5728
10588,Countdown to Canelo vs. Chavez Jr.,2017,343387,343387
10589,Don't Hang Up,2017,332571,
10590,Citizen Jane: Battle for the City,2017,323124,313411
10591,6 Days,2017,316946,
10592,Obit.,2017,315049,315049
10593,David Lynch: The Art Life,2017,311470,171419
10594,I Do... Until I Don't,2017,280668,280668
10595,"Lou Andreas-Salomé, The Audacity to be Free",2017,278982,12875
10596,Chavela,2017,272842,148666
10597,Stalker,2017,269881,269881
10598,Meri Pyaari Bindu,2017,268067,
10599,Félicité,2017,265495,12433
10600,Half Girlfriend,2017,261597,
10601,Dean,2017,254536,254536
10602,Gook,2017,251541,250130
10603,Band Aid,2017,248370,248370
10604,Crown Heights,2017,238558,238558
10605,American Satan,2017,237708,237708
10606,Little Shop of Horrors 2017 Re-release,2017,233865,233865
10607,City of Ghosts,2017,228225,128015
10608,Jeremiah Tower: The Last Magnificent,2017,228153,228153
10609,Rumble: The Indians Who Rocked The World,2017,226006,226006
10610,Take Every Wave: The Life of Laird Hamilton,2017,223301,176076
10611,California Typewriter,2017,218563,218563
10612,Risk,2017,214669,200219
10613,Marjorie Prime,2017,213858,180608
10614,The Wound,2017,213043,30678
10615,Big Sonia,2017,212471,212471
10616,The Desert Bride,2017,205350,30110
10617,Sicilian Ghost Story,2017,204892,15285
10618,Pop Aye,2017,204464,77976
10619,The Bad Batch,2017,201890,180851
10620,9/11,2017,200229,170000
10621,Ex Libris: New York Public Library,2017,198239,158192
10622,Mom,2017,195701,
10623,The Divine Order,2017,195081,76277
10624,Past Life,2017,191678,180099
10625,Munna Michael,2017,189105,99629
10626,Whose Streets?,2017,182799,182799
10627,I Am Not A Witch,2017,182462,50868
10628,Score: A Film Music Documentary,2017,178090,101382
10629,Bye Bye Germany,2017,176933,73730
10630,Better Watch Out,2017,176288,20369
10631,Champion,2017,175232,175232
10632,Rodin 2017 Re-release,2017,172619,44261
10633,Valley of Bones,2017,168738,168738
10634,Beauty and the Dogs,2017,167723,8915
10635,The Day After,2017,166022,24746
10636,Walking Out,2017,162445,101947
10637,Harmonium,2017,153283,17191
10638,Lupin the 3rd: Castle of Cagliostro 2017 Re-release,2017,151802,142425
10639,Restless Creature: Wendy Whelan,2017,147780,147780
10640,The Last Dalai Lama?,2017,145524,145524
10641,Irving Berlin's Holiday Inn The Broadway Musical,2017,144550,144550
10642,The Bolshoi Ballet: Live From Moscow - A Hero of Our Time,2017,135168,104837
10643,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It",2017,133006,133006
10644,I Called Him Morgan,2017,128986,128986
10645,The B-Side: Elsa Dorfman's Portrait Photography,2017,125227,125227
10646,Tragedy Girls,2017,122211,61899
10647,The Levelling,2017,118451,3040
10648,"We Love You, Sally Carmichael!",2017,113435,113435
10649,Abacus: Small Enough to Jail,2017,113278,113278
10650,The Recall,2017,112357,22943
10651,How Viktor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,2017,112071,12954
10652,The Trouble with Terkel,2017,110289,110289
10653,The Fifth Element 2017 Re-release,2017,109786,
10654,Wedding Party 2,2017,109459,11140
10655,The Lure,2017,108846,101657
10656,"Love, Cecil",2017,107940,106057
10657,The Bachelors,2017,106212,
10658,A Ciambra,2017,104808,41934
10659,The Gracefield Incident,2017,102256,
10660,Aida's Secrets,2017,98468,98468
10661,Blind,2017,98280,12522
10662,"Tim Timmerman, Hope of America",2017,97727,97727
10663,Dina,2017,96524,90503
10664,Keep Watching,2017,94178,94178
10665,Because of Grácia,2017,90878,90878
10666,Porto,2017,90849,15126
10667,Night of the Living Dead,2017,89029,89029
10668,Glory,2017,87728,18415
10669,Singularity,2017,86822,4176
10670,School Life,2017,86616,37381
10671,Jackals,2017,85410,
10672,Chapter & Verse,2017,84147,84147
10673,Harold and Lillian: A Hollywood Love Story,2017,78301,78301
10674,Bill Nye: Science Guy,2017,74909,74909
10675,Wait for Your Laugh,2017,73585,73585
10676,Vengeance: A Love Story,2017,73270,4526
10677,Te Ata,2017,73236,73236
10678,Buster's Mal Heart,2017,73121,73121
10679,Headshot,2017,73010,
10680,Turn It Around: The Story of East Bay Punk,2017,69787,69787
10681,My Entire High School Sinking Into the Sea,2017,68883,68883
10682,Alive and Kicking,2017,68485,68485
10683,Summer in the Forest,2017,67743,45542
10684,Architects of Denial,2017,65424,65424
10685,Manolo: the Boy Who Made Shoes for Lizards,2017,64889,60056
10686,The Tiger Hunter,2017,62398,62398
10687,Donald Cried,2017,61406,61406
10688,The Outcasts,2017,61250,1455
10689,The Untamed,2017,61249,27593
10690,The Sacrifice 2017 Re-release,2017,61018,61018
10691,Just One Drop,2017,60078,60078
10692,The Force,2017,59912,59912
10693,Bang! The Bert Berns Story,2017,59299,59299
10694,The Boom,2017,57962,57962
10695,Saving Brinton,2017,56218,56218
10696,False Confessions,2017,56165,29245
10697,XX,2017,55668,30911
10698,Naam Shabana,2017,55429,
10699,Twenty Two 2017 Re-release,2017,55001,46796
10700,Birdboy: The Forgotten Children,2017,52366,38786
10701,Tickling Giants,2017,51499,51499
10702,Keep Quiet,2017,50451,50451
10703,Quest,2017,50022,47807
10704,Person to Person,2017,48499,48499
10705,Saving Banksy,2017,47965,47965
10706,So B. It,2017,47627,47627
10707,78/52: Hitchcock's Shower Scene,2017,46838,37664
10708,Panique,2017,46041,46041
10709,Maurice 2017 Re-release,2017,45926,45926
10710,The Farthest,2017,44921,14773
10711,"Léon Morin, Priest 2017 Re-release",2017,44511,44511
10712,Hermia & Helena,2017,44156,43152
10713,Woodshock,2017,43682,42603
10714,The Settlers,2017,41562,41562
10715,Karl Marx City,2017,41072,41072
10716,Life and Nothing More,2017,40581,24358
10717,Unrest,2017,40081,40081
10718,The Blackcoat's Daughter,2017,38348,20435
10719,Belle de Jour 2017 Re-release,2017,38342,26331
10720,The Crime of Monsieur Lange,2017,38002,36438
10721,I Am the Blues,2017,37849,37849
10722,Bending the Arc,2017,36586,21907
10723,Brimstone & Glory,2017,36036,32059
10724,Almost Friends,2017,35842,1481
10725,Growing Up Smith,2017,35312,35312
10726,Rat Film,2017,35195,35195
10727,The Old Dark House,2017,34649,25678
10728,Sophie and the Rising Sun,2017,34630,34630
10729,Le Trou,2017,34588,34588
10730,Dave Made a Maze,2017,34117,34117
10731,Below Her Mouth,2017,33673,
10732,Wasted! The Story of Food Waste,2017,33211,33211
10733,Love & Taxes,2017,33150,33150
10734,Super Dark Times,2017,33109,33109
10735,Spettacolo,2017,32494,32494
10736,Signature Move,2017,31551,31551
10737,Sidemen: Long Road to Glory,2017,31399,31399
10738,Mudbound,2017,31389,
10739,7 Witches,2017,31100,31100
10740,Dealt,2017,30414,30414
10741,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It 2017 Re-release",2017,30380,19278
10742,No Greater Love,2017,30247,30247
10743,Uncertain,2017,29736,29736
10744,Lemon,2017,29258,29258
10745,The Transfiguration,2017,28631,22091
10746,Carrie Pilby,2017,28430,18957
10747,The Strange Ones,2017,28374,
10748,Ribbons,2017,27959,27959
10749,Radio Dreams,2017,27836,27836
10750,30 Years of Garbage: The Garbage Pail Kids Story,2017,27739,27739
10751,Bronx Gothic,2017,27151,27151
10752,Mali Blues,2017,26950,26950
10753,They Call us Monsters,2017,26080,26080
10754,Women Like Us,2017,25859,25859
10755,In Search of Fellini,2017,25269,12772
10756,The Lucky Man,2017,25015,25015
10757,Ugetsu,2017,24959,11197
10758,Naples '44,2017,24863,24620
10759,Marius/Fanny/César,2017,24787,24787
10760,Paradise 2017 Re-release,2017,24749,24749
10761,The Departure,2017,24662,24662
10762,Jasmine,2017,24248,24248
10763,Simple Creature,2017,23918,23918
10764,Vincent N Roxxy,2017,23896,
10765,"A Woman, a Part",2017,23562,23562
10766,For Ahkeem,2017,23136,23136
10767,Finding Oscar,2017,23116,23116
10768,The Grace of Jake,2017,23078,23078
10769,Trophy,2017,22553,21439
10770,Middleground,2017,22490,
10771,Realms,2017,22443,147
10772,Paradise Club,2017,22381,22381
10773,The Passion of Joan of Arc,2017,21877,21877
10774,Dead Awake,2017,21675,11528
10775,Song Of Granite,2017,21349,16182
10776,God Knows Where I Am,2017,21135,21135
10777,Massacre on Aisle 12,2017,21106,21106
10778,A Beginner's Guide to Snuff,2017,21031,21031
10779,Man Underground,2017,20907,20907
10780,All These Sleepless Nights,2017,20762,20762
10781,The Work,2017,20554,5853
10782,Burden,2017,20437,18440
10783,Ichi the Killer 2017 Re-release,2017,20285,20285
10784,The Man from Outer Space,2017,20102,20102
10785,Heat and Dust 2017 Re-release,2017,19856,19856
10786,Trafficked,2017,19698,19698
10787,BOSTON: An American Running Story 2017 Re-release,2017,19499,19499
10788,Mansfield 66/67,2017,19390,17930
10789,L'important c'est d'aimer,2017,19120,19120
10790,Bobbi Jene,2017,18579,18579
10791,All the Rage,2017,18489,18489
10792,The Ghoul,2017,18459,2032
10793,"Intent to Destroy: Death, Denial & Depiction 2017 Re-release",2017,18340,18340
10794,SHOT! The Psycho-Spiritual Mantra of Rock,2017,18295,15157
10795,The Last Shaman,2017,17844,17844
10796,Escapes,2017,17778,17778
10797,Sacred,2017,17740,17740
10798,Bad Grandmas,2017,17688,17688
10799,Food Evolution,2017,17181,17181
10800,Swim Team,2017,16783,16783
10801,The Freedom to Marry,2017,16611,16611
10802,Brave New Jersey,2017,16544,16544
10803,33 & Beyond: The Royal Art of Freemasonry,2017,16533,16533
10804,Mission Control: The Unsung Heroes of Apollo,2017,16405,16405
10805,Dying to Know: Ram Dass & Timothy Leary,2017,16397,16397
10806,This is Our Land,2017,16182,11567
10807,All the Queen's Horses,2017,16172,16172
10808,Charged: The Eduardo Garcia Story,2017,15920,15920
10809,Defining Hope,2017,15788,15788
10810,Basmati Blues,2017,15605,
10811,Contemporary Color,2017,15305,15305
10812,Rebels on Pointe,2017,15088,15088
10813,Vince Giordano: There's a Future in the Past,2017,14807,14807
10814,Sweet Virginia,2017,14725,11753
10815,Last Men in Aleppo,2017,14637,14637
10816,Antarctica: Ice and Sky 2017 Re-release,2017,14475,14475
10817,Machines,2017,14331,9710
10818,Time to Die,2017,13707,13707
10819,Red Trees,2017,13666,13666
10820,Shadowman,2017,13498,13498
10821,Solaris 2017 Re-release,2017,13352,
10822,"Intent to Destroy: Death, Denial & Depiction",2017,13194,13194
10823,The Last Rampage,2017,12944,6294
10824,Taipei Story,2017,12897,12897
10825,Permanent,2017,12847,12847
10826,Junction 48,2017,12795,12795
10827,Heal,2017,12668,12668
10828,Seven Beauties,2017,12408,12408
10829,4 Days in France,2017,12273,12273
10830,Autumn Sonata 2017 Re-release,2017,11959,
10831,Frank Serpico,2017,11925,11925
10832,The Tribes of Palos Verdes,2017,11603,11603
10833,Beside Bowie: The Mick Ronson Story,2017,11400,11400
10834,Saigon Bodyguards,2017,11314,11314
10835,The Pathological Optimist,2017,11222,11222
10836,The Challenge,2017,11043,11043
10837,Hollow in the Land,2017,10688,
10838,Lovesong,2017,10626,10626
10839,Clarence,2017,10495,10495
10840,Painted Woman,2017,10298,10298
10841,Amelia 2.0,2017,10233,10233
10842,The Sunshine Makers,2017,10042,10042
10843,Pelle the Conqueror 2017 Re-release,2017,9757,9757
10844,Living Proof,2017,9512,9512
10845,Miss Kiet's Children 2017 Re-release,2017,9384,9384
10846,Thirst Street,2017,9129,9129
10847,Lycan,2017,9110,9110
10848,The Eyes,2017,9104,9104
10849,Julian Schnabel: A Private Portrait,2017,9103,9103
10850,Revolt,2017,8986,
10851,Amnesia,2017,8700,8700
10852,Inspector Maigret,2017,8528,8528
10853,We Are the Flesh,2017,8438,8438
10854,Gilbert,2017,8362,8362
10855,Natasha,2017,8325,8325
10856,Mr. Chibbs,2017,8302,8302
10857,Served Like a Girl,2017,8290,8290
10858,Anatahan,2017,8171,8171
10859,From Nowhere,2017,8109,8109
10860,Swept Away,2017,7876,7876
10861,The Ballad of Lefty Brown,2017,7856,7856
10862,Maurizio Cattelan: Be Right Back,2017,7706,7706
10863,Running Shaadi,2017,7674,
10864,The Wrong Light,2017,7553,7553
10865,Birthright: A War Story,2017,7519,7519
10866,Big Time,2017,7347,7347
10867,Another WolfCop,2017,7285,7285
10868,The Reagan Show,2017,7109,5500
10869,The Jazz Funeral,2017,7103,7103
10870,The Dark Below,2017,7095,7095
10871,A Kind of Loving,2017,6912,6912
10872,Footnotes 2017 Re-release,2017,6660,6660
10873,The Persian Connection,2017,6634,6634
10874,Elizabeth Blue,2017,6542,6542
10875,Scum,2017,6461,6461
10876,The Skyjacker's Tale,2017,6253,6253
10877,In the Steps of Trisha Brown,2017,6230,6230
10878,Arise from Darkness,2017,6112,6112
10879,The Fuzz,2017,6067,6067
10880,On Wings of Eagles 2017 Re-release,2017,5975,5975
10881,Starless Dreams,2017,5937,5937
10882,La Chinoise 2017 Re-release,2017,5631,5631
10883,Icaros: A Vision,2017,5510,5510
10884,The Man from Earth: Holocene,2017,5472,5472
10885,It's Not Yet Dark,2017,5269,1227
10886,Bad Lucky Goat,2017,5088,5088
10887,2307: Winter's Dream,2017,5078,
10888,Tournament,2017,4942,4942
10889,Company Town,2017,4934,4934
10890,Shot,2017,4701,4701
10891,Night School,2017,4663,4663
10892,I Love You Both,2017,4661,4661
10893,Shakespeare-Wallah,2017,4650,4650
10894,A Boy Called Po,2017,4550,4550
10895,The Pulitzer at 100,2017,4489,4489
10896,Memory of the Camps,2017,4468,4468
10897,Generation Iron 2,2017,4439,4439
10898,30-LOVE,2017,4392,4392
10899,The Woman Who Left,2017,4373,3974
10900,My Father Die,2017,4252,4252
10901,Badsville,2017,4153,4153
10902,Emily,2017,3982,3982
10903,Dream Boat,2017,3981,3981
10904,The Gender Card Flip,2017,3774,3774
10905,Bugs,2017,3742,3742
10906,La Belle Noiseuse 2017 Re-release,2017,3540,3540
10907,Who's Crazy?,2017,3497,3497
10908,"Love, Sweat and Tears",2017,3482,3482
10909,Speed Sisters,2017,3423,3423
10910,Amanda & Jack Go Glamping,2017,3352,3352
10911,Bad Match,2017,3351,3351
10912,Justice,2017,3259,3259
10913,Kepler's Dream,2017,2923,2923
10914,Demons,2017,2900,2900
10915,I Dream in Another Language,2017,2739,2739
10916,Santoalla,2017,2684,2684
10917,Daughter of the Nile,2017,2640,2640
10918,Take Me,2017,2583,2583
10919,Miles,2017,2537,2537
10920,Red Christmas,2017,2255,2255
10921,7 from Etheria,2017,2208,2208
10922,Dayveon,2017,2077,2077
10923,"Accidental Courtesy: Daryl Davis, Race & America",2017,1940,1940
10924,Detour,2017,1788,1788
10925,The Forest for the Trees,2017,1410,1410
10926,A Different American Dream,2017,1172,1172
10927,The Penguin Counters,2017,976,976
10928,Extraordinary Ordinary People,2017,880,880
10929,Avengers: Infinity War,2018,2048359754,678815482
10930,Black Panther,2018,1346913161,700059566
10931,Jurassic World: Fallen Kingdom,2018,1308467944,417719760
10932,Incredibles 2,2018,1242805359,608581744
10933,Aquaman,2018,1148161807,335061807
10934,Bohemian Rhapsody,2018,903655259,216428042
10935,Venom,2018,856085151,213515506
10936,Mission: Impossible - Fallout,2018,791115104,220159104
10937,Deadpool 2,2018,734546611,318491426
10938,Fantastic Beasts: The Crimes of Grindelwald,2018,653755901,159555901
10939,Ant-Man and the Wasp,2018,622674139,216648740
10940,Ready Player One,2018,582890172,137690172
10941,Operation Red Sea,2018,579330426,1543547
10942,Detective Chinatown 2,2018,544185156,1983984
10943,The Meg,2018,530243742,145443742
10944,Ralph Breaks the Internet,2018,529323962,201091711
10945,Hotel Transylvania 3: Summer Vacation,2018,528583774,167510016
10946,Dr. Seuss' The Grinch,2018,511595957,270620950
10947,Bumblebee,2018,467989645,127195589
10948,A Star Is Born,2018,434888866,215288866
10949,Rampage,2018,428028233,101028233
10950,Mamma Mia! Here We Go Again,2018,395044706,120634935
10951,Solo: A Star Wars Story,2018,392924807,213767512
10952,Spider-Man: Into the Spider-Verse,2018,375540831,190241310
10953,Fifty Shades Freed,2018,371985018,100407760
10954,The Nun,2018,365550119,117450119
10955,Monster Hunt 2,2018,361682618,706153
10956,Peter Rabbit,2018,351266433,115253424
10957,Mary Poppins Returns,2018,349537494,171958438
10958,A Quiet Place,2018,340939361,188024361
10959,Green Book,2018,329975475,85080171
10960,Skyscraper,2018,304868961,68420120
10961,Ocean's Eight,2018,297718711,140218711
